COMUNIDADE;VOB;CAMINHO_CASO_DESENV;VERSAO;DATA_ULTIMA_ALTERACAO
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\DOCUMENTOS_RECEBIDOS_REDEARJ\SIARC\SUCTT_VOBS\02-PLANEJAMENTO\ARTEFATOS_DE_PROJETO\1_PLANEJAMENTO_DA_FASE\DOCEB124_CASO_DE_DESENVOLVIMENTO\DOCEB124_CASO_DE_DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-09
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\DOCUMENTOS_RECEBIDOS_REDEARJ\SIARC\SUCTT_VOBS\02-PLANEJAMENTO\ARTEFATOS_DE_PROJETO\4_PLANEJAMENTO_DAS_PROXIMAS_FASES\DOCEB124_CASO_DE_DESENVOLVIMENTO\DOCEB124_SIARC_SUCTT_3016_CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-09
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\DOCUMENTOS_RECEBIDOS_REDEARJ\SIARC\SUCTT_VOBS\03-ANALISE_AREA_NEGOCIO\ARTEFATOS_DE_PROJETO\3_PLANEJAMENTO_TESTES_E_HOMOLOGACAO\DOCEB124_CASO_DE_DESENVOLVIMENTO\DOCEB124_CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-09
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\DOCUMENTOS_RECEBIDOS_REDEARJ\SIARC\SUCTT_VOBS\03-ANALISE_AREA_NEGOCIO\ARTEFATOS_DE_PROJETO\3_PLANEJAMENTO_TESTES_E_HOMOLOGACAO\DOCEB124_CASO_DE_DESENVOLVIMENTO\DOCEB124_SIARC_SUCTT_3016_CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-09
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\DOCUMENTOS_RECEBIDOS_REDEARJ\SIARC\SUCTT_VOBS\05-PROJETO_TECNICO_CONSTRUCAO\ARTEFATOS_DE_PROJETO\6_CONSTRUCAO_DOS_MANUAIS\DOCEB124_CASO_DE_DESENVOLVIMENTO\DOCEB124_SIARC_SUCTT_3016_CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-09
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\DOCUMENTOS_RECEBIDOS_REDEARJ\SIARC\SURCR_VOBS\02-PLANEJAMENTO\ARTEFATOS_DE_PROJETO\1_PLANEJAMENTO_DA_FASE\DOCEB124_CASO_DE_DESENVOLVIMENTO\DOCEB124_SIARC_SURCR_3139_CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-09
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\DOCUMENTOS_RECEBIDOS_REDEARJ\SIARC\SURCR_VOBS\02-PLANEJAMENTO\ARTEFATOS_DE_PROJETO\4_PLANEJAMENTO_DAS_PROXIMAS_FASES\DOCEB124_CASO_DE_DESENVOLVIMENTO\DOCEB124_SIARC_SURCR_3139_CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-09
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\SIARC_SIFCI_AGO_2008\2.2 SUCTT\F2 - PLANEJAMENTO\F2.1 PLANO DE DESENVOLVIMENTO (PDS)\DOCEB124_SIARC_SUCTT_3016_CASO DE DESENVOLVIMENTO-AN.DOC;\MAIN\1;2008-12-10
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\SIARC_SIFCI_AGO_2008\2.2 SUCTT\F2 - PLANEJAMENTO\F2.1 PLANO DE DESENVOLVIMENTO (PDS)\DOCEB124_SIARC_SUCTT_3016_CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-10
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\SIARC_SIFCI_AGO_2008\2.3 SUADP\F2 - PLANEJAMENTO\F2.1 PLANO DE DESENVOLVIMENTO\DOCEB124_SIARC_SUADP_3118_CASO DE DESENVOLVIMENTO_20061025.DOC;\MAIN\1;2008-12-10
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIARC;SIARC\07-GARANTIA_QUALIDADE\HISTORICO\09_GER_PROJETOS\SIARC_SIFCI_AGO_2008\2.4 SURCR\F2 - PLANEJAMENTO\F2.1 PLANO DE DESENVOLVIMENTO\DOCEB124_SIARC_SURCR_3139_CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-12-10
ARRECADAÇÃO, CONVÊNIOS E COBRANÇA;SIARP;SIARP\06-AMBIENTE\CASO_DESENV_SIARP.DOC;\MAIN\1;2017-09-06
COMUNIDADE_NAO_ENCONTRADA;SIARQ;SIARQ\09-GER_PROJETOS\PROJETOS\3442\CASO_DESENVOLVIMENTO\CASO_DESENVOLVIMENTO.DOC;\MAIN\4;2012-09-04
COMUNIDADE_NAO_ENCONTRADA;SIARQ;SIARQ\09-GER_PROJETOS\PROJETOS\3442\CASO_DESENVOLVIMENTO\CASO_DESENVOLVIMENTO_SIARQ.PPT;\MAIN\1;2010-05-13
CÂMBIO, INVESTIMENTOS E MERCADO DE CAPITAIS;SIART;SIART\06-AMBIENTE\SIART_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2017-03-03
CÂMBIO, INVESTIMENTOS E MERCADO DE CAPITAIS;SIART;SIART\06-AMBIENTE\SIART_CASO_DESENVOLVIMENTO_009.DOC;\MAIN\4;2017-03-03
CÂMBIO, INVESTIMENTOS E MERCADO DE CAPITAIS;SIART;SIART\06-AMBIENTE\SIART_CASO_DESENVOLVIMENTO_010.DOC;\MAIN\2;2017-03-03
CÂMBIO, INVESTIMENTOS E MERCADO DE CAPITAIS;SIART;SIART\07-GARANTIA_QUALIDADE\REVISAO\SIART_REGISTRO_REVISAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\3;2009-12-06
PESSOAS;SIASC;SIASC\01-REQUISITOS\SIASC_CASO_DESENVOLVIMENTO_V1.DOC;\MAIN\1;2018-10-17
MEIOS DE PAGAMENTO;SIATC;SIATC\09-GER_PROJETOS\PROJETOS\ATENDIMENTO_CARTOES\SIATC_CASO_DESENVOLVIMENTO.DOC;\MAIN\6;2017-11-13
INSTITUCIONAL;SIATD;SIATD\06-AMBIENTE\SIATD_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2022-07-25
ESTRUTURANTES DE TI;SIATR;SIATR\06-AMBIENTE\PPDS_CI_4-CASO._DESENV_ESTRUTP.DOC;\MAIN\3;2010-08-04
COMUNIDADE_NAO_ENCONTRADA;SIATS;SIATS\06-AMBIENTE\PPDS - SIATS - CASO DESENVOLVIMENTO.DOC;\MAIN\6;2017-07-25
COMUNIDADE_NAO_ENCONTRADA;SIATV;SIATV\06-AMBIENTE\PLANEJAMENTO\MOGNS\DOCEB124 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\4;2009-02-17
COMUNIDADE_NAO_ENCONTRADA;SIATV;SIATV\06-AMBIENTE\PLANEJAMENTO\MOMBC\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-03-27
COMUNIDADE_NAO_ENCONTRADA;SIATV;SIATV\06-AMBIENTE\PLANEJAMENTO\SUTRB\DOCEB124 - CASO DE DESENVOLVIMENTO REPLANEJAMENTO 2009.DOC;\MAIN\2;2009-11-04
COMUNIDADE_NAO_ENCONTRADA;SIATV;SIATV\06-AMBIENTE\PLANEJAMENTO\SUTRB\SIATV - CASO DE DESENVOLVIMENTO[1].DOC.DOC;\MAIN\1;2008-03-27
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3064\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2010-10-04
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3064\DOCEB124_CASO_DESENVOLVIMENTO_2.DOC;\MAIN\1;2010-10-04
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\CASODEDESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2014-03-13
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\CASODEDESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_3387_3388_SIAUD_V2.DOC;\MAIN\1;2014-03-13
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\CASODEDESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_3387_3388_SIAUD_V3.DOC;\MAIN\1;2014-03-13
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\CASODEDESENVOLVIMENTO\DOCEB124_CASO_DESENVOLVIMENTO_3387_3388_SIAUD_V4.DOC;\MAIN\1;2014-03-13
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\CASODEDESENVOLVIMENTO\DOCEB30_EVIDENCIA_APROVACAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2014-03-13
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2009-05-04
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\DOCEB124_CASO_DESENVOLVIMENTO_3387_3388_SIAUD_V2.DOC;\MAIN\1;2010-09-02
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\DOCEB124_CASO_DESENVOLVIMENTO_3387_3388_SIAUD_V3.DOC;\MAIN\1;2010-09-10
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\DOCEB124_CASO_DESENVOLVIMENTO_3387_3388_SIAUD_V4.DOC;\MAIN\1;2010-09-10
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3387\EVIDENCIAS\DOCEB30_EVIDENCIA_APROVACAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-04-06
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3388\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2013-12-12
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3388\DOCEB124_CASO_DESENVOLVIMENTO_V2_11.2013.DOC;\MAIN\2;2013-12-12
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\PROJETOS\3388\EVIDENCIAS\DOCEB30_EVIDENCIA_APROVACAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-04-06
INSTITUCIONAL;SIAUD;SIAUD\09-GER_PROJETOS\SIAUD_CASO_DESENV_AGIL.DOC;\MAIN\1;2022-08-08
FOMENTO E DEPÓSITOS JUDICIAIS;SIAUF;SIAUF\09-GER_PROJETOS\MANUTENCOES\EVOLUTIVA\RJ2008\0984\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2008-11-06
FOMENTO E DEPÓSITOS JUDICIAIS;SIAUF;SIAUF\09-GER_PROJETOS\MANUTENCOES\EVOLUTIVA\RJ2011\0569\DOCEB124_CASO_DESENVOLVIMENTO_RJ201100569.DOC;\MAIN\1;2012-03-09
FOMENTO E DEPÓSITOS JUDICIAIS;SIAUF;SIAUF\09-GER_PROJETOS\MANUTENCOES\EVOLUTIVA\RJ2011\0570\DOCEB124_CASO_DESENVOLVIMENTO_RJ201100570.DOC;\MAIN\1;2012-03-09
FOMENTO E DEPÓSITOS JUDICIAIS;SIAUF;SIAUF\09-GER_PROJETOS\MANUTENCOES\EVOLUTIVA\RJ2011\0571\DOCEB124_CASO_DESENVOLVIMENTO_RJ201100571.DOC;\MAIN\1;2012-03-09
FOMENTO E DEPÓSITOS JUDICIAIS;SIAUF;SIAUF\09-GER_PROJETOS\MANUTENCOES\EVOLUTIVA\RJ2011\0572\DOCEB124_CASO_DESENVOLVIMENTO_RJ201100572.DOC;\MAIN\1;2012-03-09
ESTRUTURANTES DE TI;SIAUT;SIAUT\06-AMBIENTE\DOCEB124 - CASO DE DESENVOLVIMENTO-SISOL-339213.DOC;\MAIN\1;2009-12-08
CANAIS FÍSICOS;SIAVL;SIAVL\09-GER_PROJETOS\PROJETOS\SIAVL_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2016-11-03
MEIOS DE PAGAMENTO;SIB24;SIB24\06-AMBIENTE\SIB24_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2022-08-25
ESTRUTURANTES DE TI;SIB2B;SIB2B\06-AMBIENTE\CASO_DESENVOLVIMENTO\SIB2B_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2020-04-11
CRÉDITO COMERCIAL;SIBAN;SIBAN\06-AMBIENTE\SIBAN_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2015-10-06
DEPÓSITOS E CAPTAÇÃO;SIBAT;SIBAT\06-AMBIENTE\SIBAT_CASO_DESENV_ESTRUTURADO.DOC;\MAIN\3;2017-03-13
COMUNIDADE_NAO_ENCONTRADA;SIBCE;SIBCE\09-GER_PROJETOS\MANUTENCOES\SP201706583 - PROCESSO COMPENSAÃ§Ã£O BANCARIA\OS00001\001_INICIACAO\SIBCE_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2018-02-22
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - CDC RENOVACAO.DOC;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - CDC REPACTUAÃ§Ã£O.DOC;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - COMPE POR IMAGEM.DOC.DOCX;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - CONSIGNAÃ§Ã£O RENOVAÃ§Ã£O.DOCX;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - CONSULTA TESOURO DIRETO.DOC;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - CONTRA ORDEM MOTIVO 70.DOC;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - DEMONSTRATIVO DE CRÃ©DITO DE BENEFÃ­CIO - DCB.DOC;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - FGTS.DOC;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - PREVIDÃªNCIA VIVERCRESCER MAIS FÃ¡CIL.DOC;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201306 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - PROVA DE VIDA.DOC;\MAIN\1;2013-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201307 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DE DESENVOLVEDOR - RECEBIMENTO ELETRÃ´NICO.DOC;\MAIN\1;2013-07-20
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201307 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - CONSULTA TED.DOC;\MAIN\1;2013-07-20
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201307 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - EXTRATO DE CHEQUE.DOC;\MAIN\1;2013-07-20
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201307 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - EXTRATO GIM.DOC;\MAIN\1;2013-07-20
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201307 - NOVOS SERVIÃ§OS PF\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - NÃ£O CORRENTISTA.DOCX;\MAIN\1;2013-07-20
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\01-REQUISITOS\HISTÃ³RICO\ESPECIFICACOES\201309 - NOVOS SERVIÃ§OS PF\CONSIGNAÃ§Ã£O CONTRATAÃ§Ã£O\TESTE DO DESENVOLVEDOR\CASO DE TESTE DO DESENVOLVEDOR - CONSIGNAÃ§Ã£O CONTRATAÃ§Ã£O.DOC;\MAIN\1;2013-09-06
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\08-GER_CONFIG_MUDANCA\CASO_DESENV\CASO_DESENV_PU_20130610.DOC;\MAIN\0;2013-06-13
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\08-GER_CONFIG_MUDANCA\CASO_DESENV\CASO_DESENV_PU_MIGRACAOJBOSS V1.1.DOCX;\MAIN\1;2013-08-01
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\08-GER_CONFIG_MUDANCA\CASO_DESENV\CASO_DESENV_PU_MIGRACAOJBOSS.DOCX;\MAIN\1;2013-07-08
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\08-GER_CONFIG_MUDANCA\CASO_DESENV\CASO_DESENV_PU_TELASPEQUENAS.DOCX;\MAIN\1;2013-07-12
COMUNIDADE_NAO_ENCONTRADA;SIBCX_NOVO;SIBCX_NOVO\09-GER_PROJETOS\PROJETOS\TELAS PEQUENAS\INSUMOS\CASO_DESENV_PU_TELASPEQUENAS-06092013.DOC;\MAIN\1;2013-11-05
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\06-AMBIENTE\CASO_DESENVOLVIMENTO_SIBEC.DOC;\MAIN\1;2020-06-25
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\09-GER_PROJETOS\MANUTENCOES\EVOLUTIVA\INSUMOS\2013\RJN201302137\324561_DOCEB124_CASO_DESENVOLVIMENTO_SIBEC_RJ200904049.DOC;\MAIN\1;2013-11-14
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200800046.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200800346.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200800367.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200800407.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200800906.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200800914.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200800985.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200802329.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200802863.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200802988.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200803115.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200803229.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200900518.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200900521.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200900742.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200900744.DOC;\MAIN\1;2010-01-28
COMUNIDADE_NAO_ENCONTRADA;SIBEC_BATCH;SIBEC_BATCH\10-GER_SUBCONTRATACAO\LEGADO\PASTAS_FORA_PADRAO\DOCEB124_CASO_DESENVOLVIMENTO\DOCEB124-CASO_ DE_ DESENVOLVIMENTO_SIBEC_RJ200900971.DOC;\MAIN\1;2010-01-28
